date,region,disease,cases,temperature,humidity,rainfall,year,month
2021-06-16,Ranchi,Cholera,30,27.3,64.4,1.7,2021,6
2021-06-17,Ranchi,Cholera,29,22.0,60.5,7.3,2021,6
2021-06-18,Ranchi,Cholera,29,22.5,70.4,0.1,2021,6
2021-06-19,Ranchi,Cholera,30,21.7,74.3,9.9,2021,6
2021-06-20,Ranchi,Cholera,29,22.4,62.2,13.5,2021,6
2021-06-21,Ranchi,Cholera,31,20.6,55.5,1.5,2021,6
2021-06-22,Ranchi,Cholera,30,20.5,68.8,12.7,2021,6
2021-06-23,Ranchi,Cholera,31,21.8,75.9,22.4,2021,6
2021-06-24,Ranchi,Cholera,29,26.6,65.3,0.0,2021,6
2021-06-25,Ranchi,Cholera,32,23.1,73.4,3.9,2021,6
2021-06-26,Ranchi,Cholera,32,19.8,70.7,11.0,2021,6
2021-06-27,Ranchi,Cholera,28,26.3,66.9,3.8,2021,6
2021-06-28,Ranchi,Cholera,33,24.1,69.7,17.9,2021,6
2021-06-29,Ranchi,Cholera,29,19.0,62.8,10.4,2021,6
2021-06-30,Ranchi,Cholera,30,31.1,83.0,22.7,2021,6
2021-07-01,Ranchi,Cholera,29,21.4,81.9,8.0,2021,7
2021-07-02,Ranchi,Cholera,29,26.2,72.9,3.2,2021,7
2021-07-03,Ranchi,Cholera,32,24.0,73.4,16.3,2021,7
2021-07-04,Ranchi,Cholera,31,24.2,66.1,28.9,2021,7
2021-07-05,Ranchi,Cholera,32,28.1,78.9,18.3,2021,7
2021-07-06,Ranchi,Cholera,31,24.0,73.3,4.7,2021,7
2021-07-07,Ranchi,Cholera,29,18.7,75.1,27.8,2021,7
2021-07-08,Ranchi,Cholera,30,26.6,72.9,10.4,2021,7
2021-07-09,Ranchi,Cholera,30,30.1,82.4,11.8,2021,7
2021-07-10,Ranchi,Cholera,28,25.9,68.9,5.8,2021,7
2021-07-11,Ranchi,Cholera,29,17.9,73.3,1.6,2021,7
2021-07-12,Ranchi,Cholera,26,25.5,60.6,13.6,2021,7
2021-07-13,Ranchi,Cholera,33,22.6,59.0,9.0,2021,7
2021-07-14,Ranchi,Cholera,30,24.8,77.0,6.4,2021,7
2021-07-15,Ranchi,Cholera,32,22.6,60.6,8.4,2021,7
2021-07-16,Ranchi,Cholera,30,26.3,64.2,25.3,2021,7
2021-07-17,Ranchi,Cholera,30,26.2,75.2,30.0,2021,7
2021-07-18,Ranchi,Cholera,31,35.0,80.1,16.9,2021,7
2021-07-19,Ranchi,Cholera,30,21.7,72.5,16.6,2021,7
2021-07-20,Ranchi,Cholera,29,23.8,74.8,1.5,2021,7
2021-07-21,Ranchi,Cholera,29,23.6,67.0,19.4,2021,7
2021-07-22,Ranchi,Cholera,29,24.8,68.8,22.0,2021,7
2021-07-23,Ranchi,Cholera,32,28.0,79.8,4.8,2021,7
2021-07-24,Ranchi,Cholera,29,29.2,74.8,3.2,2021,7
2021-07-25,Ranchi,Cholera,30,25.9,71.7,9.6,2021,7
2021-07-26,Ranchi,Cholera,30,32.0,66.1,3.8,2021,7
2021-07-27,Ranchi,Cholera,28,22.7,67.7,6.1,2021,7
2021-07-28,Ranchi,Cholera,29,18.8,55.7,24.6,2021,7
2021-07-29,Ranchi,Cholera,30,29.3,72.7,2.7,2021,7
2021-07-30,Ranchi,Cholera,29,29.0,78.1,18.7,2021,7
2021-07-31,Ranchi,Cholera,30,23.8,75.1,20.3,2021,7
2021-08-01,Ranchi,Cholera,22,30.2,40.2,0.1,2021,8
2021-08-02,Ranchi,Cholera,24,25.0,72.4,1.0,2021,8
2021-08-03,Ranchi,Cholera,23,27.7,58.7,12.0,2021,8
2021-08-04,Ranchi,Cholera,26,25.0,63.6,3.2,2021,8
2021-08-05,Ranchi,Cholera,25,26.0,70.8,5.3,2021,8
2021-08-06,Ranchi,Cholera,24,24.8,60.3,11.0,2021,8
2021-08-07,Ranchi,Cholera,23,23.5,54.5,0.1,2021,8
2021-08-08,Ranchi,Cholera,22,28.9,65.8,1.4,2021,8
2021-08-09,Ranchi,Cholera,24,25.9,65.5,3.0,2021,8
2021-08-10,Ranchi,Cholera,22,28.0,57.0,0.9,2021,8
2021-08-11,Ranchi,Cholera,25,29.6,69.8,0.9,2021,8
2021-08-12,Ranchi,Cholera,25,25.5,51.9,4.8,2021,8
2021-08-13,Ranchi,Cholera,24,24.9,52.5,8.5,2021,8
2021-08-14,Ranchi,Cholera,24,27.4,56.1,1.9,2021,8
2021-08-15,Ranchi,Cholera,25,23.9,57.2,6.4,2021,8
2021-08-16,Ranchi,Cholera,24,22.6,53.5,6.4,2021,8
2021-08-17,Ranchi,Cholera,23,31.0,70.0,5.6,2021,8
2021-08-18,Ranchi,Cholera,24,27.4,54.0,4.7,2021,8
2021-08-19,Ranchi,Cholera,24,24.5,70.0,4.1,2021,8
2021-08-20,Ranchi,Cholera,25,23.1,72.4,2.1,2021,8
2021-08-21,Ranchi,Cholera,24,21.4,73.2,23.8,2021,8
2021-08-22,Ranchi,Cholera,22,26.3,56.6,3.7,2021,8
2021-08-23,Ranchi,Cholera,24,27.0,56.4,4.1,2021,8
2021-08-24,Ranchi,Cholera,22,26.7,50.2,1.4,2021,8
2021-08-25,Ranchi,Cholera,23,26.3,57.1,0.7,2021,8
2021-08-26,Ranchi,Cholera,23,17.7,65.3,0.7,2021,8
2021-08-27,Ranchi,Cholera,23,25.6,65.0,2.2,2021,8
2021-08-28,Ranchi,Cholera,23,25.9,55.1,4.6,2021,8
2021-08-29,Ranchi,Cholera,24,32.2,64.2,13.6,2021,8
2021-08-30,Ranchi,Cholera,24,30.0,57.2,0.9,2021,8
2021-08-31,Ranchi,Cholera,22,24.8,46.8,2.1,2021,8
2021-09-01,Ranchi,Cholera,18,27.1,50.4,5.0,2021,9
2021-09-02,Ranchi,Cholera,18,25.5,80.1,11.7,2021,9
2021-09-03,Ranchi,Cholera,19,31.2,59.6,0.6,2021,9
2021-09-04,Ranchi,Cholera,20,25.6,58.0,1.4,2021,9
2021-09-05,Ranchi,Cholera,16,22.7,64.6,5.9,2021,9
2021-09-06,Ranchi,Cholera,19,29.1,54.0,7.4,2021,9
2021-09-07,Ranchi,Cholera,18,28.1,49.4,3.3,2021,9
2021-09-08,Ranchi,Cholera,17,27.9,63.4,12.4,2021,9
2021-09-09,Ranchi,Cholera,17,31.3,50.8,7.9,2021,9
2021-09-10,Ranchi,Cholera,15,29.4,62.7,5.5,2021,9
2021-09-11,Ranchi,Cholera,21,28.1,68.5,6.4,2021,9
2021-09-12,Ranchi,Cholera,17,29.2,73.4,10.3,2021,9
2021-09-13,Ranchi,Cholera,20,27.6,65.2,1.4,2021,9
2021-09-14,Ranchi,Cholera,17,26.4,54.0,26.2,2021,9
2021-09-15,Ranchi,Cholera,19,27.8,66.4,5.3,2021,9
2021-09-16,Ranchi,Cholera,18,31.8,68.3,11.9,2021,9
2021-09-17,Ranchi,Cholera,19,31.3,43.9,19.0,2021,9
2021-09-18,Ranchi,Cholera,18,27.5,72.4,0.4,2021,9
2021-09-19,Ranchi,Cholera,18,26.7,62.1,5.7,2021,9
2021-09-20,Ranchi,Cholera,17,30.4,59.2,4.7,2021,9
2021-09-21,Ranchi,Cholera,20,26.4,75.6,1.5,2021,9
2021-09-22,Ranchi,Cholera,20,27.6,58.5,25.0,2021,9
2021-09-23,Ranchi,Cholera,21,32.7,76.7,2.8,2021,9
2021-09-24,Ranchi,Cholera,19,31.1,55.7,7.4,2021,9
2021-09-25,Ranchi,Cholera,21,23.0,55.1,4.7,2021,9
2021-09-26,Ranchi,Cholera,19,29.3,67.0,3.3,2021,9
2021-09-27,Ranchi,Cholera,16,25.2,74.6,0.6,2021,9
2021-09-28,Ranchi,Cholera,22,30.0,62.5,6.7,2021,9
2021-09-29,Ranchi,Cholera,17,29.9,63.5,4.8,2021,9
2021-09-30,Ranchi,Cholera,18,33.1,51.0,2.7,2021,9
2021-10-01,Ranchi,Cholera,12,29.9,68.6,0.2,2021,10
2021-10-02,Ranchi,Cholera,10,23.6,60.2,0.1,2021,10
2021-10-03,Ranchi,Cholera,14,33.6,78.8,3.1,2021,10
2021-10-04,Ranchi,Cholera,13,32.3,68.1,1.6,2021,10
2021-10-05,Ranchi,Cholera,11,25.7,56.5,0.2,2021,10
2021-10-06,Ranchi,Cholera,11,30.5,50.3,5.4,2021,10
2021-10-07,Ranchi,Cholera,11,27.0,57.6,13.4,2021,10
2021-10-08,Ranchi,Cholera,11,26.4,71.9,3.2,2021,10
2021-10-09,Ranchi,Cholera,12,26.2,73.2,4.2,2021,10
2021-10-10,Ranchi,Cholera,13,31.7,61.6,4.9,2021,10
2021-10-11,Ranchi,Cholera,11,28.9,71.3,30.5,2021,10
2021-10-12,Ranchi,Cholera,11,33.1,74.4,0.6,2021,10
2021-10-13,Ranchi,Cholera,12,30.0,56.4,13.7,2021,10
2021-10-14,Ranchi,Cholera,13,27.3,56.8,0.7,2021,10
2021-10-15,Ranchi,Cholera,12,35.4,66.8,11.9,2021,10
2021-10-16,Ranchi,Cholera,11,30.4,79.7,18.2,2021,10
2021-10-17,Ranchi,Cholera,11,26.4,63.5,6.4,2021,10
2021-10-18,Ranchi,Cholera,13,29.0,60.3,12.0,2021,10
2021-10-19,Ranchi,Cholera,9,28.7,75.1,4.0,2021,10
2021-10-20,Ranchi,Cholera,12,25.1,48.5,9.7,2021,10
2021-10-21,Ranchi,Cholera,12,27.0,78.8,8.8,2021,10
2021-10-22,Ranchi,Cholera,9,30.1,62.0,4.0,2021,10
2021-10-23,Ranchi,Cholera,11,28.4,60.6,2.9,2021,10
2021-10-24,Ranchi,Cholera,12,24.3,67.2,1.5,2021,10
2021-10-25,Ranchi,Cholera,10,33.4,66.0,0.8,2021,10
2021-10-26,Ranchi,Cholera,10,26.6,71.7,7.2,2021,10
2021-10-27,Ranchi,Cholera,12,24.8,57.8,3.8,2021,10
2021-10-28,Ranchi,Cholera,13,25.3,57.6,3.7,2021,10
2021-10-29,Ranchi,Cholera,12,29.7,81.5,5.7,2021,10
2021-10-30,Ranchi,Cholera,12,28.8,79.1,1.5,2021,10
2021-10-31,Ranchi,Cholera,14,30.7,60.8,3.3,2021,10
2021-11-01,Ranchi,Cholera,12,34.9,61.6,7.2,2021,11
2021-11-02,Ranchi,Cholera,13,27.3,59.0,10.2,2021,11
2021-11-03,Ranchi,Cholera,12,26.2,65.3,7.2,2021,11
2021-11-04,Ranchi,Cholera,13,30.4,64.5,0.9,2021,11
2021-11-05,Ranchi,Cholera,13,30.6,62.0,4.2,2021,11
2021-11-06,Ranchi,Cholera,12,32.1,62.3,2.8,2021,11
2021-11-07,Ranchi,Cholera,10,34.1,65.9,1.3,2021,11
2021-11-08,Ranchi,Cholera,14,32.9,62.6,1.6,2021,11
2021-11-09,Ranchi,Cholera,11,31.3,57.9,6.2,2021,11
2021-11-10,Ranchi,Cholera,10,28.4,62.1,0.1,2021,11
2021-11-11,Ranchi,Cholera,14,34.2,64.8,15.9,2021,11
2021-11-12,Ranchi,Cholera,10,31.5,72.6,1.1,2021,11
2021-11-13,Ranchi,Cholera,14,32.5,78.5,4.8,2021,11
2021-11-14,Ranchi,Cholera,9,25.5,63.5,4.7,2021,11
2021-11-15,Ranchi,Cholera,12,34.3,71.6,0.6,2021,11
2021-11-16,Ranchi,Cholera,15,27.8,66.3,3.4,2021,11
2021-11-17,Ranchi,Cholera,13,31.9,47.4,24.1,2021,11
2021-11-18,Ranchi,Cholera,11,27.9,84.0,1.2,2021,11
2021-11-19,Ranchi,Cholera,13,29.2,48.3,0.4,2021,11
2021-11-20,Ranchi,Cholera,8,32.2,57.4,18.5,2021,11
2021-11-21,Ranchi,Cholera,12,33.9,64.6,7.9,2021,11
2021-11-22,Ranchi,Cholera,15,27.2,64.5,4.5,2021,11
2021-11-23,Ranchi,Cholera,11,35.5,64.4,14.3,2021,11
2021-11-24,Ranchi,Cholera,12,29.7,61.3,21.0,2021,11
2021-11-25,Ranchi,Cholera,13,30.2,52.6,0.2,2021,11
2021-11-26,Ranchi,Cholera,13,23.6,41.4,9.4,2021,11
2021-11-27,Ranchi,Cholera,12,30.9,65.6,0.2,2021,11
2021-11-28,Ranchi,Cholera,13,30.7,48.8,0.7,2021,11
2021-11-29,Ranchi,Cholera,11,32.8,73.6,1.9,2021,11
2021-11-30,Ranchi,Cholera,14,27.8,56.3,4.9,2021,11
2021-12-01,Ranchi,Cholera,12,32.5,61.7,3.6,2021,12
2021-12-02,Ranchi,Cholera,8,34.1,63.6,0.3,2021,12
2021-12-03,Ranchi,Cholera,12,31.4,69.7,13.3,2021,12
2021-12-04,Ranchi,Cholera,11,28.2,58.1,1.7,2021,12
2021-12-05,Ranchi,Cholera,12,30.0,70.7,5.6,2021,12
2021-12-06,Ranchi,Cholera,12,32.4,70.7,12.8,2021,12
2021-12-07,Ranchi,Cholera,12,29.9,52.5,10.6,2021,12
2021-12-08,Ranchi,Cholera,11,31.4,60.9,25.0,2021,12
2021-12-09,Ranchi,Cholera,12,31.4,60.4,12.4,2021,12
2021-12-10,Ranchi,Cholera,11,33.8,57.5,1.9,2021,12
2021-12-11,Ranchi,Cholera,10,33.3,53.7,3.4,2021,12
2021-12-12,Ranchi,Cholera,11,28.6,65.1,4.2,2021,12
2021-12-13,Ranchi,Cholera,14,32.9,64.8,2.6,2021,12
2021-12-14,Ranchi,Cholera,11,27.6,59.4,0.0,2021,12
2021-12-15,Ranchi,Cholera,14,29.7,63.0,1.9,2021,12
2021-12-16,Ranchi,Cholera,11,29.3,65.1,11.6,2021,12
2021-12-17,Ranchi,Cholera,10,27.7,70.6,2.9,2021,12
2021-12-18,Ranchi,Cholera,15,36.5,53.8,0.1,2021,12
2021-12-19,Ranchi,Cholera,15,32.7,61.4,0.4,2021,12
2021-12-20,Ranchi,Cholera,12,30.3,66.3,0.6,2021,12
2021-12-21,Ranchi,Cholera,14,27.9,69.6,0.9,2021,12
2021-12-22,Ranchi,Cholera,11,29.0,77.8,6.2,2021,12
2021-12-23,Ranchi,Cholera,9,28.1,67.7,2.8,2021,12
2021-12-24,Ranchi,Cholera,12,33.4,77.2,17.8,2021,12
2021-12-25,Ranchi,Cholera,11,32.6,75.6,3.0,2021,12
2021-12-26,Ranchi,Cholera,14,33.6,51.6,3.1,2021,12
2021-12-27,Ranchi,Cholera,10,33.6,63.2,10.8,2021,12
2021-12-28,Ranchi,Cholera,10,36.0,59.0,6.8,2021,12
2021-12-29,Ranchi,Cholera,14,33.3,63.7,7.7,2021,12
2021-12-30,Ranchi,Cholera,13,33.5,59.6,2.8,2021,12
2021-12-31,Ranchi,Cholera,11,30.1,72.1,1.7,2021,12
2022-01-01,Ranchi,Cholera,12,18.2,73.3,1.1,2022,1
2022-01-02,Ranchi,Cholera,16,18.2,65.1,9.3,2022,1
2022-01-03,Ranchi,Cholera,11,14.6,64.7,9.6,2022,1
2022-01-04,Ranchi,Cholera,12,11.2,62.2,9.6,2022,1
2022-01-05,Ranchi,Cholera,10,16.6,69.7,4.6,2022,1
2022-01-06,Ranchi,Cholera,12,15.1,77.9,2.3,2022,1
2022-01-07,Ranchi,Cholera,12,16.1,62.7,14.2,2022,1
2022-01-08,Ranchi,Cholera,15,21.9,68.9,2.4,2022,1
2022-01-09,Ranchi,Cholera,11,15.5,69.0,19.8,2022,1
2022-01-10,Ranchi,Cholera,13,12.7,68.3,6.3,2022,1
2022-01-11,Ranchi,Cholera,14,11.4,53.4,10.2,2022,1
2022-01-12,Ranchi,Cholera,13,17.6,56.4,2.7,2022,1
2022-01-13,Ranchi,Cholera,12,19.0,56.1,3.5,2022,1
2022-01-14,Ranchi,Cholera,12,10.4,56.3,3.4,2022,1
2022-01-15,Ranchi,Cholera,16,21.2,60.3,17.9,2022,1
2022-01-16,Ranchi,Cholera,13,13.9,67.0,3.8,2022,1
2022-01-17,Ranchi,Cholera,8,11.5,44.5,0.2,2022,1
2022-01-18,Ranchi,Cholera,11,17.6,60.5,0.9,2022,1
2022-01-19,Ranchi,Cholera,12,18.9,63.6,20.7,2022,1
2022-01-20,Ranchi,Cholera,11,13.6,56.7,4.7,2022,1
2022-01-21,Ranchi,Cholera,12,15.4,68.0,6.8,2022,1
2022-01-22,Ranchi,Cholera,14,13.5,51.6,0.6,2022,1
2022-01-23,Ranchi,Cholera,16,15.6,60.6,2.3,2022,1
2022-01-24,Ranchi,Cholera,13,15.1,53.3,0.8,2022,1
2022-01-25,Ranchi,Cholera,12,17.3,69.5,1.7,2022,1
2022-01-26,Ranchi,Cholera,10,15.4,66.0,7.6,2022,1
2022-01-27,Ranchi,Cholera,13,16.0,59.5,2.5,2022,1
2022-01-28,Ranchi,Cholera,14,13.9,57.9,3.3,2022,1
2022-01-29,Ranchi,Cholera,12,18.2,67.9,15.3,2022,1
2022-01-30,Ranchi,Cholera,15,12.3,79.0,3.2,2022,1
2022-01-31,Ranchi,Cholera,14,18.3,74.9,2.9,2022,1
2022-02-01,Ranchi,Cholera,10,15.3,58.5,4.1,2022,2
2022-02-02,Ranchi,Cholera,11,16.1,57.4,16.1,2022,2
2022-02-03,Ranchi,Cholera,12,18.4,72.4,2.7,2022,2
2022-02-04,Ranchi,Cholera,13,14.9,64.8,17.7,2022,2
2022-02-05,Ranchi,Cholera,13,14.2,70.4,0.1,2022,2
2022-02-06,Ranchi,Cholera,12,21.7,57.5,5.0,2022,2
2022-02-07,Ranchi,Cholera,11,12.9,69.2,0.9,2022,2
2022-02-08,Ranchi,Cholera,14,15.4,51.4,12.6,2022,2
2022-02-09,Ranchi,Cholera,11,16.0,68.8,1.6,2022,2
2022-02-10,Ranchi,Cholera,14,20.8,66.4,5.0,2022,2
2022-02-11,Ranchi,Cholera,18,18.0,63.6,6.7,2022,2
2022-02-12,Ranchi,Cholera,15,15.0,48.6,20.3,2022,2
2022-02-13,Ranchi,Cholera,12,16.6,59.8,0.9,2022,2
2022-02-14,Ranchi,Cholera,12,15.8,60.1,2.3,2022,2
2022-02-15,Ranchi,Cholera,12,13.8,75.9,0.3,2022,2
2022-02-16,Ranchi,Cholera,11,13.3,65.6,2.7,2022,2
2022-02-17,Ranchi,Cholera,13,19.3,54.4,6.0,2022,2
2022-02-18,Ranchi,Cholera,10,21.3,59.8,7.1,2022,2
2022-02-19,Ranchi,Cholera,15,12.1,65.6,15.6,2022,2
2022-02-20,Ranchi,Cholera,13,16.4,58.7,6.6,2022,2
2022-02-21,Ranchi,Cholera,12,11.3,70.4,5.8,2022,2
2022-02-22,Ranchi,Cholera,14,20.7,63.7,15.2,2022,2
2022-02-23,Ranchi,Cholera,10,24.5,62.9,6.6,2022,2
2022-02-24,Ranchi,Cholera,13,17.4,60.4,0.2,2022,2
2022-02-25,Ranchi,Cholera,14,23.0,63.0,10.3,2022,2
2022-02-26,Ranchi,Cholera,12,22.4,60.2,4.1,2022,2
2022-02-27,Ranchi,Cholera,12,20.4,54.4,5.4,2022,2
2022-02-28,Ranchi,Cholera,16,22.4,62.2,1.8,2022,2
2022-03-01,Ranchi,Cholera,19,20.4,73.0,5.4,2022,3
2022-03-02,Ranchi,Cholera,20,17.3,68.0,3.6,2022,3
2022-03-03,Ranchi,Cholera,19,23.4,62.2,1.7,2022,3
2022-03-04,Ranchi,Cholera,20,19.7,64.1,0.9,2022,3
2022-03-05,Ranchi,Cholera,20,19.8,68.0,0.8,2022,3
2022-03-06,Ranchi,Cholera,19,15.6,60.7,13.9,2022,3
2022-03-07,Ranchi,Cholera,20,20.8,70.6,0.2,2022,3
2022-03-08,Ranchi,Cholera,19,17.1,52.5,1.6,2022,3
2022-03-09,Ranchi,Cholera,21,14.9,64.9,3.1,2022,3
2022-03-10,Ranchi,Cholera,17,19.6,59.7,0.6,2022,3
2022-03-11,Ranchi,Cholera,19,11.0,78.2,8.4,2022,3
2022-03-12,Ranchi,Cholera,20,19.2,50.7,13.2,2022,3
2022-03-13,Ranchi,Cholera,20,19.1,53.9,7.7,2022,3
2022-03-14,Ranchi,Cholera,20,16.6,46.7,3.1,2022,3
2022-03-15,Ranchi,Cholera,23,18.4,67.4,1.1,2022,3
2022-03-16,Ranchi,Cholera,19,18.1,72.7,0.9,2022,3
2022-03-17,Ranchi,Cholera,20,19.2,53.2,5.8,2022,3
2022-03-18,Ranchi,Cholera,19,22.6,54.3,3.0,2022,3
2022-03-19,Ranchi,Cholera,19,15.1,69.5,11.8,2022,3
2022-03-20,Ranchi,Cholera,17,14.3,50.3,6.1,2022,3
2022-03-21,Ranchi,Cholera,19,14.4,53.8,4.6,2022,3
2022-03-22,Ranchi,Cholera,22,18.3,62.6,0.6,2022,3
2022-03-23,Ranchi,Cholera,19,18.5,65.2,8.9,2022,3
2022-03-24,Ranchi,Cholera,20,22.3,74.6,10.6,2022,3
2022-03-25,Ranchi,Cholera,21,20.0,71.4,0.3,2022,3
2022-03-26,Ranchi,Cholera,16,19.6,73.4,0.4,2022,3
2022-03-27,Ranchi,Cholera,22,20.8,63.1,0.2,2022,3
2022-03-28,Ranchi,Cholera,17,21.4,60.5,0.1,2022,3
2022-03-29,Ranchi,Cholera,23,15.7,60.1,0.6,2022,3
2022-03-30,Ranchi,Cholera,21,19.4,60.5,4.0,2022,3
2022-03-31,Ranchi,Cholera,21,20.6,71.0,1.6,2022,3
2022-04-01,Ranchi,Cholera,25,16.0,70.6,0.8,2022,4
2022-04-02,Ranchi,Cholera,25,23.0,50.1,3.9,2022,4
2022-04-03,Ranchi,Cholera,27,22.1,65.7,4.2,2022,4
2022-04-04,Ranchi,Cholera,23,22.4,69.0,2.4,2022,4
2022-04-05,Ranchi,Cholera,28,23.8,47.1,11.5,2022,4
2022-04-06,Ranchi,Cholera,28,19.8,59.4,2.0,2022,4
2022-04-07,Ranchi,Cholera,28,16.6,67.9,1.5,2022,4
2022-04-08,Ranchi,Cholera,26,19.7,46.6,1.9,2022,4
2022-04-09,Ranchi,Cholera,27,23.6,60.8,8.0,2022,4
2022-04-10,Ranchi,Cholera,27,21.1,70.2,2.4,2022,4
2022-04-11,Ranchi,Cholera,26,20.7,50.2,4.4,2022,4
2022-04-12,Ranchi,Cholera,29,21.8,58.8,2.2,2022,4
2022-04-13,Ranchi,Cholera,26,20.2,70.9,2.6,2022,4
2022-04-14,Ranchi,Cholera,28,22.2,67.3,1.0,2022,4
2022-04-15,Ranchi,Cholera,25,24.1,59.5,4.1,2022,4
2022-04-16,Ranchi,Cholera,23,20.3,46.4,0.9,2022,4
2022-04-17,Ranchi,Cholera,25,16.6,82.2,2.1,2022,4
2022-04-18,Ranchi,Cholera,29,18.3,68.6,0.2,2022,4
2022-04-19,Ranchi,Cholera,28,22.4,74.2,1.1,2022,4
2022-04-20,Ranchi,Cholera,28,17.1,71.1,6.4,2022,4
2022-04-21,Ranchi,Cholera,26,19.4,66.4,1.8,2022,4
2022-04-22,Ranchi,Cholera,31,19.9,58.8,26.9,2022,4
2022-04-23,Ranchi,Cholera,29,18.8,51.3,5.6,2022,4
2022-04-24,Ranchi,Cholera,25,23.2,61.8,18.1,2022,4
2022-04-25,Ranchi,Cholera,26,24.0,63.9,6.3,2022,4
2022-04-26,Ranchi,Cholera,27,21.6,71.7,3.8,2022,4
2022-04-27,Ranchi,Cholera,26,18.6,63.8,8.7,2022,4
2022-04-28,Ranchi,Cholera,28,19.9,56.1,25.3,2022,4
2022-04-29,Ranchi,Cholera,26,20.2,60.8,2.3,2022,4
2022-04-30,Ranchi,Cholera,31,15.0,57.4,0.6,2022,4
2022-05-01,Ranchi,Cholera,34,17.8,74.7,6.9,2022,5
2022-05-02,Ranchi,Cholera,32,19.9,68.2,0.7,2022,5
2022-05-03,Ranchi,Cholera,33,24.9,73.3,7.5,2022,5
2022-05-04,Ranchi,Cholera,33,21.6,69.7,6.4,2022,5
2022-05-05,Ranchi,Cholera,33,22.5,72.0,0.8,2022,5
2022-05-06,Ranchi,Cholera,34,25.2,81.0,19.0,2022,5
2022-05-07,Ranchi,Cholera,33,24.5,80.1,10.4,2022,5
2022-05-08,Ranchi,Cholera,34,23.9,68.6,5.0,2022,5
2022-05-09,Ranchi,Cholera,35,18.4,72.4,7.4,2022,5
2022-05-10,Ranchi,Cholera,32,18.8,85.2,0.6,2022,5
2022-05-11,Ranchi,Cholera,36,19.6,90.0,18.8,2022,5
2022-05-12,Ranchi,Cholera,32,20.2,69.1,20.8,2022,5
2022-05-13,Ranchi,Cholera,34,20.8,78.8,3.8,2022,5
2022-05-14,Ranchi,Cholera,34,24.4,75.7,1.5,2022,5
2022-05-15,Ranchi,Cholera,35,20.8,69.5,1.0,2022,5
2022-05-16,Ranchi,Cholera,34,21.9,70.2,46.3,2022,5
2022-05-17,Ranchi,Cholera,37,17.0,66.0,0.6,2022,5
2022-05-18,Ranchi,Cholera,34,20.1,76.3,2.2,2022,5
2022-05-19,Ranchi,Cholera,31,25.4,69.3,29.2,2022,5
2022-05-20,Ranchi,Cholera,34,22.1,77.9,8.8,2022,5
2022-05-21,Ranchi,Cholera,32,16.6,75.7,3.4,2022,5
2022-05-22,Ranchi,Cholera,35,16.4,68.3,16.1,2022,5
2022-05-23,Ranchi,Cholera,33,16.9,65.0,1.6,2022,5
2022-05-24,Ranchi,Cholera,33,22.0,80.5,1.8,2022,5
2022-05-25,Ranchi,Cholera,33,25.0,65.4,5.1,2022,5
2022-05-26,Ranchi,Cholera,34,21.6,66.9,4.5,2022,5
2022-05-27,Ranchi,Cholera,34,23.6,73.2,3.0,2022,5
2022-05-28,Ranchi,Cholera,29,14.2,76.1,0.7,2022,5
2022-05-29,Ranchi,Cholera,32,17.9,76.9,0.7,2022,5
2022-05-30,Ranchi,Cholera,31,19.6,65.0,9.5,2022,5
2022-05-31,Ranchi,Cholera,33,21.6,73.7,12.6,2022,5
2022-06-01,Ranchi,Cholera,33,24.8,68.5,15.9,2022,6
2022-06-02,Ranchi,Cholera,32,24.5,72.1,1.0,2022,6
2022-06-03,Ranchi,Cholera,32,20.0,54.3,19.1,2022,6
2022-06-04,Ranchi,Cholera,32,27.2,72.1,31.8,2022,6
2022-06-05,Ranchi,Cholera,32,22.6,68.6,12.5,2022,6
2022-06-06,Ranchi,Cholera,33,24.2,57.6,46.7,2022,6
2022-06-07,Ranchi,Cholera,35,25.6,75.8,4.4,2022,6
2022-06-08,Ranchi,Cholera,32,23.1,55.8,26.4,2022,6
2022-06-09,Ranchi,Cholera,35,25.3,77.3,48.0,2022,6
2022-06-10,Ranchi,Cholera,32,25.1,63.6,1.4,2022,6
2022-06-11,Ranchi,Cholera,33,20.3,77.4,1.3,2022,6
2022-06-12,Ranchi,Cholera,33,18.3,71.0,48.4,2022,6
2022-06-13,Ranchi,Cholera,33,18.6,67.8,8.7,2022,6
2022-06-14,Ranchi,Cholera,33,21.4,75.4,8.8,2022,6
2022-06-15,Ranchi,Cholera,34,32.4,59.1,10.0,2022,6
2022-06-16,Ranchi,Cholera,35,24.1,66.2,4.1,2022,6
2022-06-17,Ranchi,Cholera,36,22.5,90.0,14.1,2022,6
2022-06-18,Ranchi,Cholera,33,19.5,73.5,6.3,2022,6
2022-06-19,Ranchi,Cholera,35,21.6,74.1,3.2,2022,6
2022-06-20,Ranchi,Cholera,34,23.7,68.5,12.0,2022,6
2022-06-21,Ranchi,Cholera,33,22.2,72.0,12.5,2022,6
2022-06-22,Ranchi,Cholera,34,17.4,65.7,1.3,2022,6
2022-06-23,Ranchi,Cholera,33,27.1,63.7,9.8,2022,6
2022-06-24,Ranchi,Cholera,34,22.0,84.5,29.9,2022,6
2022-06-25,Ranchi,Cholera,32,21.7,62.5,22.2,2022,6
2022-06-26,Ranchi,Cholera,34,22.9,73.6,35.7,2022,6
2022-06-27,Ranchi,Cholera,34,22.1,87.0,3.0,2022,6
